month,store_id,product_id,opening_stock,received_qty,sold_qty,damaged_qty,closing_stock
2025-01-01,S008,P002,234,120,73,1,280
2025-01-01,S008,P003,239,145,314,0,70
2025-01-01,S008,P004,239,173,208,2,202
2025-01-01,S008,P005,210,144,107,1,246
2025-01-01,S008,P006,176,29,193,1,-10
2025-01-01,S008,P007,131,122,177,0,76
2025-01-01,S008,P008,98,12,49,3,58
2025-01-01,S008,P009,145,34,155,0,24
2025-01-01,S008,P010,138,41,57,0,122
2025-01-01,S008,P011,171,157,96,3,229
2025-01-01,S008,P012,154,75,61,0,168
2025-01-01,S008,P013,204,129,179,3,151
2025-01-01,S008,P014,230,45,53,2,220
2025-01-01,S008,P015,171,95,73,3,190
2025-01-01,S008,P016,184,89,223,-1,50
2025-01-01,S008,P017,57,81,102,2,34
2025-01-01,S008,P018,69,84,80,0,73
2025-01-01,S008,P019,114,149,258,0,5
2025-01-01,S008,P020,90,40,61,2,67
2025-01-01,S009,P001,213,90,276,3,24
2025-01-01,S009,P002,123,148,230,0,41
2025-01-01,S009,P003,81,3,37,2,45
2025-01-01,S009,P004,230,119,307,2,40
2025-01-01,S009,P005,82,87,141,1,27
2025-01-01,S009,P006,191,122,14,2,297
2025-01-01,S009,P007,174,102,1,0,275
2025-01-01,S009,P008,150,59,100,1,108
2025-01-01,S009,P009,244,79,224,1,98
2025-01-01,S009,P010,73,0,73,0,0
2025-01-01,S009,P011,114,136,6,0,244
2025-01-01,S009,P012,126,91,172,0,45
2025-01-01,S009,P013,150,1,62,1,88
2025-01-01,S009,P014,92,163,32,0,223
2025-01-01,S009,P015,188,177,186,2,177
2025-01-01,S009,P016,89,120,43,3,163
2025-01-01,S009,P017,86,177,15,1,247
2025-01-01,S009,P018,241,103,185,0,159
2025-01-01,S009,P019,45,55,1,0,99
2025-01-01,S009,P020,147,95,133,0,109
2025-01-01,S010,P001,62,172,93,3,138
2025-01-01,S010,P002,243,174,136,3,278
2025-01-01,S010,P003,128,3,83,0,48
2025-01-01,S010,P004,133,80,105,3,105
2025-01-01,S010,P005,165,95,160,0,100
2025-01-01,S010,P006,65,79,33,0,111
2025-01-01,S010,P007,116,141,66,0,191
2025-01-01,S010,P008,126,41,97,0,70
2025-01-01,S010,P009,148,121,78,2,189
2025-01-01,S010,P010,172,152,137,3,184
2025-01-01,S010,P011,190,160,210,3,137
2025-01-01,S010,P012,138,82,172,0,48
2025-01-01,S010,P013,209,42,96,0,155
2025-01-01,S010,P014,43,79,106,1,15
2025-01-01,S010,P015,197,153,305,2,43
2025-01-01,S010,P016,193,37,126,0,104
2025-01-01,S010,P017,43,174,71,1,145
2025-01-01,S010,P018,204,55,90,0,-10
2025-01-01,S010,P019,38,131,148,1,20
2025-01-01,S010,P020,237,26,154,2,107
