month,store_id,product_id,opening_stock,received_qty,sold_qty,damaged_qty,closing_stock
2025-01-01,S008,P002,234,120,73,1,280
2025-01-01,S008,P003,239,145,314,0,70
2025-01-01,S008,P004,239,173,208,2,202
2025-01-01,S008,P005,210,144,107,1,246
2025-01-01,S008,P006,176,29,193,1,-10
2025-01-01,S008,P007,131,122,177,0,76
2025-01-01,S008,P008,98,12,49,3,58
2025-01-01,S008,P009,145,34,155,0,24
2025-01-01,S008,P010,138,41,57,0,122
2025-01-01,S008,P011,171,157,96,3,229
2025-01-01,S008,P012,154,75,61,0,168
2025-01-01,S008,P013,204,129,179,3,151
2025-01-01,S008,P014,230,45,53,2,220
2025-01-01,S008,P015,171,95,73,3,190
2025-01-01,S008,P016,184,89,223,-1,50
2025-01-01,S008,P017,57,81,102,2,34
2025-01-01,S008,P018,69,84,80,0,73
2025-01-01,S008,P019,114,149,258,0,5
2025-01-01,S008,P020,90,40,61,2,67
2025-01-01,S009,P001,213,90,276,3,24
2025-01-01,S009,P002,123,148,230,0,41
2025-01-01,S009,P003,81,3,37,2,45
2025-01-01,S009,P004,230,119,307,2,40
2025-01-01,S009,P005,82,87,141,1,27
2025-01-01,S009,P006,191,122,14,2,297
2025-01-01,S009,P007,174,102,1,0,275
2025-01-01,S009,P008,150,59,100,1,108
2025-01-01,S009,P009,244,79,224,1,98
2025-01-01,S009,P010,73,0,73,0,0
2025-01-01,S009,P011,114,136,6,0,244
2025-01-01,S009,P012,126,91,172,0,45
2025-01-01,S009,P013,150,1,62,1,88
2025-01-01,S009,P014,92,163,32,0,223
2025-01-01,S009,P015,188,177,186,2,177
2025-01-01,S009,P016,89,120,43,3,163
2025-01-01,S009,P017,86,177,15,1,247
2025-01-01,S009,P018,241,103,185,0,159
2025-01-01,S009,P019,45,55,1,0,99
2025-01-01,S009,P020,147,95,133,0,109
2025-01-01,S010,P001,62,172,93,3,138
2025-01-01,S010,P002,243,174,136,3,278
2025-01-01,S010,P003,128,3,83,0,48
2025-01-01,S010,P004,133,80,105,3,105
2025-01-01,S010,P005,165,95,160,0,100
2025-01-01,S010,P006,65,79,33,0,111
2025-01-01,S010,P007,116,141,66,0,191
2025-01-01,S010,P008,126,41,97,0,70
2025-01-01,S010,P009,148,121,78,2,189
2025-01-01,S010,P010,172,152,137,3,184
2025-01-01,S010,P011,190,160,210,3,137
2025-01-01,S010,P012,138,82,172,0,48
2025-01-01,S010,P013,209,42,96,0,155
2025-01-01,S010,P014,43,79,106,1,15
2025-01-01,S010,P015,197,153,305,2,43
2025-01-01,S010,P016,193,37,126,0,104
2025-01-01,S010,P017,43,174,71,1,145
2025-01-01,S010,P018,204,55,90,0,-10
2025-01-01,S010,P019,38,131,148,1,20
2025-01-01,S010,P020,237,26,154,2,107
2025-01-01,S011,P001,74,45,67,0,52
2025-01-01,S011,P002,136,40,112,0,-10
2025-01-01,S011,P003,84,82,79,0,87
2025-01-01,S011,P004,235,176,344,1,66
2025-01-01,S011,P005,64,137,12,2,187
2025-01-01,S011,P006,42,121,39,0,124
2025-01-01,S011,P007,129,81,173,0,37
2025-01-01,S011,P008,118,170,134,2,152
2025-01-01,S011,P009,117,155,86,0,186
2025-01-01,S011,P010,67,46,73,2,38
2025-01-01,S011,P011,72,126,93,0,105
2025-01-01,S011,P012,79,78,155,0,2
2025-01-01,S011,P013,144,63,153,1,53
2025-01-01,S011,P014,99,14,36,2,75
2025-01-01,S011,P015,147,67,115,0,99
2025-01-01,S011,P016,122,161,19,3,261
2025-01-01,S011,P017,185,55,5,2,233
2025-01-01,S011,P018,198,174,316,3,53
2025-01-01,S011,P019,173,48,3,3,215
2025-01-01,S011,P020,104,86,66,2,122
2025-01-01,S012,P001,246,123,345,0,24
2025-01-01,S012,P002,28,109,1,1,135
2025-01-01,S012,P003,223,44,79,0,188
2025-01-01,S012,P004,159,135,25,0,269
2025-01-01,S012,P005,219,81,17,2,281
2025-01-01,S012,P006,59,176,188,1,46
2025-01-01,S012,P007,217,66,249,3,31
2025-01-01,S012,P008,38,11,46,3,0
2025-01-01,S012,P009,187,91,278,2,0
2025-01-01,S012,P010,178,23,57,1,143
2025-01-01,S012,P011,96,26,98,0,24
2025-01-01,S012,P012,65,46,14,0,97
2025-01-01,S012,P013,98,83,87,2,92
2025-01-01,S012,P014,185,172,106,1,250
2025-01-01,S012,P015,95,41,77,1,58
2025-01-01,S012,P016,22,149,109,0,62
2025-01-01,S012,P017,246,16,235,1,26
2025-01-01,S012,P018,192,145,140,3,194
2025-01-01,S012,P019,73,145,101,2,115
2025-01-01,S012,P020,196,58,130,0,124
2025-01-01,S013,P001,59,151,119,3,88
2025-01-01,S013,P002,83,148,160,2,69
2025-01-01,S013,P003,246,157,251,0,152
2025-01-01,S013,P004,82,61,55,3,85
2025-01-01,S013,P005,112,104,22,2,192
2025-01-01,S013,P006,133,124,37,0,220
2025-01-01,S013,P007,165,16,5,1,175
2025-01-01,S013,P008,96,114,93,0,117
2025-01-01,S013,P009,181,160,204,0,137
2025-01-01,S013,P010,193,93,220,0,66
2025-01-01,S013,P011,228,55,121,0,162
2025-01-01,S013,P012,148,153,36,1,264
2025-01-01,S013,P013,122,51,93,0,80
2025-01-01,S013,P014,55,20,39,0,36
2025-01-01,S013,P015,206,137,62,2,279
2025-01-01,S013,P016,202,34,20,1,215
2025-01-01,S013,P017,64,44,27,1,80
2025-01-01,S013,P018,102,104,147,0,59
2025-01-01,S013,P019,172,87,63,2,194
2025-01-01,S013,P020,158,61,170,0,49
2025-01-01,S014,P001,29,138,108,0,59
2025-01-01,S014,P002,211,151,36,1,325
2025-01-01,S014,P003,217,76,156,0,137
2025-01-01,S014,P004,185,61,53,0,193
2025-01-01,S014,P005,33,83,101,3,12
2025-01-01,S014,P006,163,5,162,1,5
2025-01-01,S014,P007,175,105,37,2,241
2025-01-01,S014,P008,71,99,86,2,82
2025-01-01,S014,P009,235,88,260,2,61
2025-01-01,S014,P010,232,94,127,0,199
2025-01-01,S014,P011,85,165,182,3,65
2025-01-01,S014,P012,225,141,204,1,161
2025-01-01,S014,P013,197,144,186,1,154
2025-01-01,S014,P014,28,178,171,1,34
2025-01-01,S014,P015,84,142,130,1,95
2025-01-01,S014,P016,117,24,120,0,21
2025-01-01,S014,P017,250,63,198,1,114
2025-01-01,S014,P018,97,41,122,3,13
2025-01-01,S014,P019,87,87,119,2,53
2025-01-01,S014,P020,232,95,208,0,119
2025-01-01,S015,P001,143,91,12,1,221
2025-01-01,S015,P002,158,33,113,1,77
2025-01-01,S015,P003,65,36,32,2,67
2025-01-01,S015,P004,196,118,13,3,298
2025-01-01,S015,P005,229,130,243,2,114
2025-01-01,S015,P006,73,8,37,0,44
2025-01-01,S015,P007,49,26,74,0,1
2025-01-01,S015,P008,201,131,111,2,219
2025-01-01,S015,P009,111,19,105,3,22
2025-01-01,S015,P010,86,69,130,0,25
2025-01-01,S015,P011,98,62,49,2,109
2025-01-01,S015,P012,209,43,97,0,155
2025-01-01,S015,P013,235,160,194,0,201
2025-01-01,S015,P014,81,51,61,0,71
2025-01-01,S015,P015,61,0,39,1,21
2025-01-01,S015,P016,133,54,95,0,92
2025-01-01,S015,P017,241,123,82,0,282
2025-01-01,S015,P018,82,156,215,1,22
2025-01-01,S015,P019,21,176,175,1,21
2025-01-01,S015,P020,115,12,44,2,81
2025-01-01,S016,P001,143,107,20,0,230
2025-01-01,S016,P002,103,106,185,1,23
2025-01-01,S016,P003,113,22,65,2,68
2025-01-01,S016,P004,123,23,91,0,55
2025-01-01,S016,P005,213,94,45,3,259
2025-01-01,S016,P006,208,58,85,3,178
2025-01-01,S016,P007,119,134,73,0,180
2025-01-01,S016,P008,111,61,21,0,151
2025-01-01,S016,P009,22,100,47,0,75
2025-01-01,S016,P010,199,101,189,0,111
2025-01-01,S016,P011,110,90,83,1,116
2025-01-01,S016,P012,168,174,268,3,71
2025-01-01,S016,P013,210,161,33,0,338
2025-01-01,S016,P014,131,164,250,3,42
2025-01-01,S016,P015,230,167,73,0,324
2025-01-01,S016,P016,224,64,209,0,79
2025-01-01,S016,P017,216,116,12,0,320
2025-01-01,S016,P018,187,73,42,0,218
2025-01-01,S016,P019,240,34,236,3,35
2025-01-01,S016,P020,25,19,18,1,25
2025-01-01,S017,P001,239,36,17,2,256
2025-01-01,S017,P002,28,2,6,0,24
2025-01-01,S017,P003,232,20,45,0,207
2025-01-01,S017,P004,92,122,151,3,60
2025-01-01,S017,P005,215,55,163,3,104
2025-01-01,S017,P006,184,45,192,0,37
2025-01-01,S017,P007,211,134,330,2,13
2025-01-01,S017,P008,109,38,77,3,67
2025-01-01,S017,P009,57,164,0,1,220
2025-01-01,S017,P010,245,177,70,3,349
2025-01-01,S017,P011,247,16,37,1,225
2025-01-01,S017,P012,108,0,48,0,60
2025-01-01,S017,P013,38,60,89,0,9
2025-01-01,S017,P014,233,164,26,0,371
2025-01-01,S017,P015,247,47,139,0,155
2025-01-01,S017,P016,175,113,190,1,97
2025-01-01,S017,P017,45,120,145,0,20
2025-01-01,S017,P018,41,42,83,0,0
2025-01-01,S017,P019,202,157,24,0,335
2025-01-01,S017,P020,59,44,69,-1,31
2025-01-01,S018,P001,152,122,50,0,224
2025-01-01,S018,P002,204,19,119,0,104
2025-01-01,S018,P003,100,146,80,0,166
2025-01-01,S018,P004,192,30,131,2,89
2025-01-01,S018,P005,178,123,247,3,51
2025-01-01,S018,P006,65,115,40,3,137
2025-01-01,S018,P007,50,53,7,2,94
2025-01-01,S018,P008,229,130,269,0,90
2025-01-01,S018,P009,122,93,80,2,-10
2025-01-01,S018,P010,106,167,248,0,25
2025-01-01,S018,P011,22,131,133,3,17
2025-01-01,S018,P012,98,165,42,0,221
2025-01-01,S018,P013,66,145,119,3,89
2025-01-01,S018,P014,97,176,40,0,233
2025-01-01,S018,P015,119,10,50,1,78
2025-01-01,S018,P016,171,168,224,0,115
2025-01-01,S018,P017,39,124,48,3,148
2025-01-01,S018,P018,44,96,70,1,69
2025-01-01,S018,P019,247,106,337,1,15
2025-01-01,S018,P020,43,22,57,3,5
2025-01-01,S019,P001,204,44,9,2,237
2025-01-01,S019,P002,112,69,108,0,73
2025-01-01,S019,P003,201,61,115,0,147
2025-01-01,S019,P004,115,76,109,0,82
2025-01-01,S019,P005,80,6,51,3,32
2025-01-01,S019,P006,25,134,121,1,37
2025-01-01,S019,P007,95,131,190,0,36
2025-01-01,S019,P008,20,91,6,1,104
2025-01-01,S019,P009,83,112,138,1,56
2025-01-01,S019,P010,139,25,123,0,41
2025-01-01,S019,P011,88,146,85,3,146
2025-01-01,S019,P012,138,110,70,1,177
2025-01-01,S019,P013,43,158,103,3,95
2025-01-01,S019,P014,48,42,22,0,68
2025-01-01,S019,P015,201,92,153,0,140
2025-01-01,S019,P016,208,65,268,3,2
2025-01-01,S019,P017,212,102,95,3,216
2025-01-01,S019,P018,33,98,56,0,75
2025-01-01,S019,P019,250,112,19,2,341
2025-01-01,S019,P020,20,67,86,2,0
2025-01-01,S020,P001,89,34,27,0,96
2025-01-01,S020,P002,127,150,58,0,219
2025-01-01,S020,P003,198,145,74,2,267
2025-01-01,S020,P004,31,97,49,0,79
2025-01-01,S020,P005,134,109,72,0,171
2025-01-01,S020,P006,146,7,19,0,134
2025-01-01,S020,P007,157,158,88,2,225
2025-01-01,S020,P008,35,45,52,0,28
2025-01-01,S020,P009,35,22,4,0,53
2025-01-01,S020,P010,140,139,0,0,279
2025-01-01,S020,P011,235,173,219,2,187
2025-01-01,S020,P012,24,141,115,2,48
2025-01-01,S020,P013,97,114,33,3,175
2025-01-01,S020,P014,179,23,43,0,159
2025-01-01,S020,P015,248,70,58,2,258
2025-01-01,S020,P016,186,113,27,3,269
2025-01-01,S020,P017,229,120,177,3,169
2025-01-01,S020,P018,151,48,89,0,110
2025-01-01,S020,P019,246,173,44,0,375
2025-01-01,S020,P020,190,43,217,3,13
2025-01-01,S021,P001,222,58,121,0,159
2025-01-01,S021,P002,116,21,39,2,96
2025-01-01,S021,P003,114,10,47,0,77
2025-01-01,S021,P004,55,143,167,0,31
2025-01-01,S021,P005,161,78,211,2,26
2025-01-01,S021,P006,161,143,13,0,291
2025-01-01,S021,P007,130,179,66,3,240
2025-01-01,S021,P008,72,9,76,2,3
2025-01-01,S021,P009,24,139,49,1,113
2025-01-01,S021,P010,238,56,274,2,18
2025-01-01,S021,P011,189,167,116,0,240
2025-01-01,S021,P012,149,65,54,0,160
2025-01-01,S021,P013,143,139,171,1,110
2025-01-01,S021,P014,124,25,76,0,73
2025-01-01,S021,P015,247,9,56,1,199
2025-01-01,S021,P016,184,88,93,1,178
2025-01-01,S021,P017,53,92,98,0,47
2025-01-01,S021,P018,147,4,72,2,77
2025-01-01,S021,P019,84,130,54,0,160
2025-01-01,S021,P020,192,167,346,0,13
2025-01-01,S022,P001,123,94,161,0,56
2025-01-01,S022,P002,228,47,202,0,73
2025-01-01,S022,P003,96,10,76,2,28
2025-01-01,S022,P004,116,166,253,2,27
2025-01-01,S022,P005,53,74,76,1,50
2025-01-01,S022,P006,215,5,150,2,68
2025-01-01,S022,P007,149,76,44,2,179
2025-01-01,S022,P008,200,63,203,0,60
2025-01-01,S022,P009,149,36,106,1,78
2025-01-01,S022,P010,107,137,219,0,25
2025-01-01,S022,P011,168,143,53,3,255
2025-01-01,S022,P012,41,56,35,1,61
2025-01-01,S022,P013,174,102,212,0,64
2025-01-01,S022,P014,180,112,197,3,92
2025-01-01,S022,P015,108,173,152,3,126
2025-01-01,S022,P016,128,50,60,0,118
2025-01-01,S022,P017,24,167,186,3,2
2025-01-01,S022,P018,74,122,177,3,16
2025-01-01,S022,P019,225,108,134,0,199
2025-01-01,S022,P020,52,7,57,0,2
2025-01-01,S023,P001,40,105,12,0,133
2025-01-01,S023,P002,41,147,103,0,85
2025-01-01,S023,P003,230,67,160,2,135
2025-01-01,S023,P004,220,167,207,1,179
2025-01-01,S023,P005,240,13,56,0,197
2025-01-01,S023,P006,66,167,219,0,14
2025-01-01,S023,P007,37,55,17,2,73
2025-01-01,S023,P008,213,108,112,0,209
2025-01-01,S023,P009,151,43,191,2,1
2025-01-01,S023,P010,113,49,244,0,101
2025-01-01,S023,P011,207,138,200,0,145
2025-01-01,S023,P012,189,95,102,3,179
2025-01-01,S023,P013,222,107,7,0,322
2025-01-01,S023,P014,37,167,148,0,56
2025-01-01,S023,P015,102,84,78,1,107
2025-01-01,S023,P016,219,143,96,0,266
2025-01-01,S023,P017,48,137,107,3,75
2025-01-01,S023,P018,115,117,103,1,128
2025-01-01,S023,P019,76,31,92,0,15
2025-01-01,S023,P020,208,179,66,1,320
2025-01-01,S024,P001,130,98,198,0,30
2025-01-01,S024,P002,217,25,178,3,61
2025-01-01,S024,P003,213,161,256,0,118
2025-01-01,S024,P004,89,175,25,1,238
2025-01-01,S024,P005,137,176,278,3,32
2025-01-01,S024,P006,23,8,6,0,25
2025-01-01,S024,P007,35,94,20,0,109
2025-01-01,S024,P008,60,64,87,0,37
2025-01-01,S024,P009,193,21,28,2,184
2025-01-01,S024,P010,93,146,165,0,74
2025-01-01,S024,P011,35,107,117,0,25
2025-01-01,S024,P012,187,111,294,0,4
2025-01-01,S024,P013,73,58,121,0,10
2025-01-01,S024,P014,141,179,280,1,39
2025-01-01,S024,P015,108,74,95,0,87
2025-01-01,S024,P016,118,60,157,1,20
2025-01-01,S024,P017,35,105,69,1,70
2025-01-01,S024,P018,143,87,146,3,81
2025-01-01,S024,P019,246,167,238,1,174
2025-01-01,S024,P020,70,162,85,0,147
2025-01-01,S025,P001,121,45,77,0,89
2025-01-01,S025,P002,193,90,26,0,257
2025-01-01,S025,P003,75,0,70,0,5
2025-01-01,S025,P004,88,38,120,0,6
2025-01-01,S025,P005,101,173,263,0,11
2025-01-01,S025,P006,35,71,66,2,38
2025-01-01,S025,P007,139,138,240,1,36
2025-01-01,S025,P008,41,170,122,0,89
2025-01-01,S025,P009,199,118,75,3,239
2025-01-01,S025,P010,160,0,100,0,60
2025-01-01,S025,P011,59,30,140,1,53
2025-01-01,S025,P012,87,162,109,1,139
2025-01-01,S025,P013,121,7,40,0,88
2025-01-01,S025,P014,143,106,197,0,52
2025-01-01,S025,P015,242,115,68,0,289
2025-01-01,S025,P016,223,7,99,3,128
2025-01-01,S025,P017,250,111,137,2,222
2025-01-01,S025,P018,99,23,97,0,25
2025-01-01,S025,P019,84,15,54,0,45
2025-01-01,S025,P020,114,105,87,3,129
2025-01-01,S026,P001,111,156,131,2,134
2025-01-01,S026,P002,30,32,32,3,27
2025-01-01,S026,P003,55,9,11,0,53
2025-01-01,S026,P004,172,180,275,1,76
2025-01-01,S026,P005,114,159,174,1,98
2025-01-01,S026,P006,204,47,184,0,67
2025-01-01,S026,P007,201,133,227,1,106
2025-01-01,S026,P008,182,81,20,2,241
2025-01-01,S026,P009,191,129,141,0,179
2025-01-01,S026,P010,154,41,138,0,57
2025-01-01,S026,P011,186,19,155,3,47
2025-01-01,S026,P012,128,171,229,2,68
2025-01-01,S026,P013,197,143,47,0,293
2025-01-01,S026,P014,167,103,216,0,54
2025-01-01,S026,P015,173,32,41,1,163
2025-01-01,S026,P016,164,82,80,3,163
2025-01-01,S026,P017,82,168,85,0,165
2025-01-01,S026,P018,238,4,143,0,99
2025-01-01,S026,P019,112,8,102,0,18
2025-01-01,S026,P020,247,23,83,0,187
2025-01-01,S027,P001,122,164,258,1,27
2025-01-01,S027,P002,102,12,8,3,103
2025-01-01,S027,P003,100,124,97,0,127
2025-01-01,S027,P004,194,7,52,2,147
2025-01-01,S027,P005,196,171,179,0,188
2025-01-01,S027,P006,177,30,8,0,199
2025-01-01,S027,P007,213,172,28,3,354
2025-01-01,S027,P008,247,90,271,0,66
2025-01-01,S027,P009,185,89,83,2,189
2025-01-01,S027,P010,90,3,2,0,91
2025-01-01,S027,P011,132,96,134,0,94
2025-01-01,S027,P012,220,46,172,2,92
2025-01-01,S027,P013,96,7,74,0,29
2025-01-01,S027,P014,185,101,89,2,195
2025-01-01,S027,P015,107,161,186,0,82
2025-01-01,S027,P016,56,175,188,0,43
2025-01-01,S027,P017,198,111,48,3,258
2025-01-01,S027,P018,69,84,32,3,118
2025-01-01,S027,P019,121,162,173,2,108
2025-01-01,S027,P020,162,3,146,1,18
2025-01-01,S028,P001,62,155,179,2,36
2025-01-01,S028,P002,201,7,156,2,50
2025-01-01,S028,P003,55,28,35,0,48
2025-01-01,S028,P004,186,103,161,0,128
2025-01-01,S028,P005,162,43,104,2,99
2025-01-01,S028,P006,164,3,138,1,28
2025-01-01,S028,P007,52,8,9,0,51
2025-01-01,S028,P008,32,99,28,0,103
2025-01-01,S028,P009,246,165,296,0,115
2025-01-01,S028,P010,171,72,161,0,82
2025-01-01,S028,P011,247,76,197,0,126
2025-01-01,S028,P012,195,167,357,0,5
2025-01-01,S028,P013,157,125,227,0,55
2025-01-01,S028,P014,124,146,87,0,183
2025-01-01,S028,P015,190,45,62,0,173
2025-01-01,S028,P016,82,76,16,0,142
2025-01-01,S028,P017,161,161,121,3,198
2025-01-01,S028,P018,121,116,209,3,25
2025-01-01,S028,P019,157,27,53,3,128
2025-01-01,S028,P020,31,168,116,0,83
2025-01-01,S029,P001,55,75,100,0,30
2025-01-01,S029,P002,247,134,16,0,365
2025-01-01,S029,P003,26,162,76,3,109
2025-01-01,S029,P004,227,158,319,0,66
2025-01-01,S029,P005,233,48,224,0,57
2025-01-01,S029,P006,88,14,55,3,44
2025-01-01,S029,P007,192,137,205,0,124
2025-01-01,S029,P008,184,144,138,0,190
2025-01-01,S029,P009,152,20,14,1,157
2025-01-01,S029,P010,189,169,182,0,176
2025-01-01,S029,P011,97,53,102,2,46
2025-01-01,S029,P012,133,91,130,1,93
2025-01-01,S029,P013,119,11,13,0,117
2025-01-01,S029,P014,187,19,93,0,113
2025-01-01,S029,P015,21,87,34,1,73
2025-01-01,S029,P016,210,25,157,0,78
2025-01-01,S029,P017,231,106,123,0,214
2025-01-01,S029,P018,66,129,193,2,0
2025-01-01,S029,P019,20,66,17,0,69
2025-01-01,S029,P020,181,111,151,0,141
2025-01-01,S030,P001,62,93,102,0,53
2025-01-01,S030,P002,25,13,2,2,34
2025-01-01,S030,P003,91,8,60,0,39
2025-01-01,S030,P004,250,57,18,1,288
2025-01-01,S030,P005,141,155,252,0,44
2025-01-01,S030,P006,173,65,87,0,151
2025-01-01,S030,P007,152,44,67,0,129
2025-01-01,S030,P008,41,140,30,1,150
2025-01-01,S030,P009,244,56,252,1,47
2025-01-01,S030,P010,208,156,63,2,299
2025-01-01,S030,P011,173,39,122,1,89
2025-01-01,S030,P012,115,144,133,0,126
2025-01-01,S030,P013,130,24,142,0,12
2025-01-01,S030,P014,31,107,56,1,81
2025-01-01,S030,P015,47,13,35,3,22
2025-01-01,S030,P016,59,129,128,2,58
2025-01-01,S030,P017,246,126,164,3,205
2025-01-01,S030,P018,52,86,42,3,93
2025-01-01,S030,P019,231,76,208,0,99
2025-01-01,S030,P020,33,67,27,2,71
2025-01-01,S031,P001,62,17,3,3,73
2025-01-01,S031,P002,168,121,76,2,211
2025-01-01,S031,P003,56,33,4,0,85
2025-01-01,S031,P004,80,51,24,2,105
